Title,DiscMand,MajorSpendingCategory,Agency,Bureau,Func,SubFunc,O2016,DiscMandAgg,MajSpendAgg,FuncAgg,,AgencyAgg,BureauAgg
State and local law enforcement assistance,Discretionary,Nondefense,Department of Justice                                           ,Office of Justice Programs,750,754,1086,1195950,608399,57711,,,
State and Local Programs                                        ,Discretionary,Nondefense,Department of Homeland Security                                 ,Federal Emergency Management Agency                             ,450,453,1833,1195950,608399,20574,,,
John C. Stennis Center for Public Service Training and Developme,Mandatory,Other Spending,Legislative Branch                                              ,Legislative Branch Boards and Commissions,800,801,2,2448710,710521,24551,,,
U.S. Capitol Preservation Commission,Mandatory,Other Spending,Legislative Branch                                              ,Legislative Branch Boards and Commissions,800,801,1,2448710,710521,24551,,,
State and private forestry,Discretionary,Nondefense,Department of Agriculture                                       ,Forest Service,300,302,275,1195950,608399,40158,,,
"Payments, John C. Stennis Center for Public Service Training and",Mandatory,Offsetting receipts,Legislative Branch                                              ,Legislative Branch Boards and Commissions,800,801,-1,2448710,-238286,24551,,,
State and tribal assistance grants,Discretionary,Nondefense,Environmental Protection Agency                                 ,Environmental Protection Agency,300,304,4000,1195950,608399,40158,,,
State mediation grants,Discretionary,Nondefense,Department of Agriculture                                       ,Farm Service Agency,350,351,3,1195950,608399,20992,,,
State supplemental fees,Discretionary,Nondefense,Social Security Administration                                  ,Social Security Administration,600,609,135,1195950,608399,519426,,,
"State supplemental fees, SSI",Discretionary,Nondefense,Social Security Administration                                  ,Social Security Administration,600,609,-132,1195950,608399,519426,,,
State unemployment insurance and employment service operations,Discretionary,Nondefense,Department of Labor                                             ,Employment and Training Administration,500,504,82,1195950,608399,106339,,,
State Wildlife Grants                                           ,Discretionary,Nondefense,Department of the Interior                                      ,United States Fish and Wildlife Service,300,302,76,1195950,608399,40158,,,
Strategic Climate Fund                                          ,Discretionary,Nondefense,International Assistance Programs                               ,Multilateral Assistance,150,151,60,1195950,608399,46041,,,
Strategic petroleum reserve,Discretionary,Nondefense,Department of Energy                                            ,Energy Programs,270,274,190,1195950,608399,4112,,,
Student aid administration,Discretionary,Nondefense,Department of Education                                         ,Office of Federal Student Aid                                   ,500,502,1442,1195950,608399,106339,,,
Student financial assistance,Discretionary,Nondefense,Department of Education                                         ,Office of Federal Student Aid                                   ,500,502,24793,1195950,608399,106339,,,
Substance abuse and mental health services,Discretionary,Nondefense,Department of Health and Human Services                         ,Substance Abuse and Mental Health Services Administration,550,551,3163,1195950,608399,521222,,,
Superfund Recoveries,Discretionary,Nondefense,Environmental Protection Agency                                 ,Environmental Protection Agency,300,304,-812,1195950,608399,40158,,,
